AGE7,SU_ID,ECON6A_2,ECON6C_2,ECON5A_B2,GENDER2,RACETH2,P_DENSE2,question
4,40005433,Did not apply,Did not apply,Sometimes true,Female,"Other, non-Hispanic",Rural,"ECON7_2, ECON7_5, ECON7_7"
7,40005444,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
7,40005452,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,40005453,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
1,40005460,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_5
1,40005478,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Suburban,ECON7_8
5,40005486,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
7,40005491,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Suburban,ECON7_3
2,40005505,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,40005518,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_2
4,40005537,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
1,40005551,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_1, ECON7_2"
4,40005556,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
3,40005571,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,40005602,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
3,40005635,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_2
5,40005651,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,40005653,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
3,40005657,Received,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_2, ECON7_3"
1,40005679,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,"ECON7_1, ECON7_3"
4,40005680,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Suburban,ECON7_1
6,40005690,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,40005694,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,40005699,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
5,40005704,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
4,40005707,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,ECON7_3
6,40005717,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_3
7,40005724,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_3
2,40005737,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,40005743,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,40005747,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_5
2,40005752,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
4,40005753,Did not apply,Did not apply,Often true,Male,Hispanic,Urban,ECON7_8
2,40005755,Tried to apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_5
2,40005772,Did not apply,Tried to apply,Sometimes true,Female,Hispanic,Urban,"ECON7_4, ECON7_5, ECON7_6, ECON7_7"
2,40005780,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Suburban,"ECON7_1, ECON7_2, ECON7_3, ECON7_7"
4,40005781,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
5,40005784,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
2,40005785,Tried to apply,Did not apply,Often true,Female,"Black, non-Hispanic",Urban,ECON7_8
7,40005794,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,40005813,Did not apply,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Suburban,"ECON7_3, ECON7_4, ECON7_5, ECON7_6, ECON7_7"
4,40005829,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
3,40005836,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
3,40005842,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_2
6,40005849,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_2
3,40005857,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
5,40005859,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
5,40005868,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,40005869,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_2
4,40005882,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
5,40005887,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,40005897,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_5
7,40005902,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_2, ECON7_3"
5,40005904,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
2,40005907,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_8
2,40005916,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
5,40005933,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,40005936,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_8
3,40005946,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,40005951,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_2
2,40005959,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,"ECON7_3, ECON7_5"
3,40005985,Applied,Applied,Sometimes true,Male,"White, non-Hispanic",Suburban,ECON7_8
5,40005991,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,40006003,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
7,40006004,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
6,40006014,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
4,40006028,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
6,40006034,Did not apply,Received,Sometimes true,Female,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_3"
6,40006037,Did not apply,Did not apply,Never true,Male,Hispanic,Rural,ECON7_3
2,40006044,Did not apply,Tried to apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
3,40006046,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
2,40006053,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_7
6,40006058,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,40006059,Did not apply,Did not apply,Sometimes true,Female,"Other, non-Hispanic",Suburban,"ECON7_1, ECON7_2, ECON7_3, ECON7_7"
3,40006067,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
1,40006069,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Suburban,ECON7_8
4,40006072,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
5,40006074,Did not apply,Did not apply,Never true,Male,Hispanic,Suburban,ECON7_8
1,40006083,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,"ECON7_5, ECON7_7"
1,40006088,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_7
2,40006099,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Suburban,ECON7_8
6,40006109,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Suburban,ECON7_3
6,40006130,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,40006146,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
6,40006154,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
4,40006161,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
6,40006162,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
2,40006203,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,40006206,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,40006213,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
6,40006228,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,40006232,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Suburban,ECON7_3
2,40006234,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_3, ECON7_5"
7,40006235,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
3,40006236,Applied,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,40006244,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
4,40006251,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
5,40006260,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_1
3,40006266,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
5,40006280,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
1,40006291,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_3, ECON7_5, ECON7_7"
6,40006292,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_2, ECON7_3"
3,40006304,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_7"
6,40006311,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
1,40006316,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_1
1,40006323,Applied,Did not apply,Sometimes true,Male,Hispanic,Urban,"ECON7_1, ECON7_3, ECON7_5"
5,40006333,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
2,40006340,Applied,Did not apply,Often true,Female,"Black, non-Hispanic",Urban,ECON7_5
6,40006343,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
4,40006349,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
6,40006350,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
3,40006351,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_1
3,40006355,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,40006375,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,"ECON7_1, ECON7_3"
2,40006387,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
5,40006389,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_5
4,40006396,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_4, ECON7_5, ECON7_7"
3,40006413,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,40006450,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
1,40006451,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,"ECON7_4, ECON7_5, ECON7_6, ECON7_7"
6,40006457,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,40006459,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
4,40006464,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,40006465,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
4,40006469,Did not apply,Did not apply,Often true,Female,"White, non-Hispanic",Urban,"ECON7_6, ECON7_7"
5,40006493,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,40006504,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_5
2,40006507,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,40006521,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
2,40006525,Received,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
2,40006536,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_1
3,40006540,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_2
3,40006547,Tried to apply,Tried to apply,Sometimes true,Male,Hispanic,Urban,ECON7_2
5,40006553,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
3,40006560,Did not apply,Did not apply,Often true,Female,Hispanic,Urban,ECON7_8
2,40006566,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,40006569,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3, ECON7_5"
4,40006571,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
2,40006585,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
4,40006595,Did not apply,Did not apply,Never true,Female,Hispanic,Rural,ECON7_2
1,40006605,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
4,40006606,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
6,40006615,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_8
5,40006632,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_3, ECON7_4"
2,40006638,Received,Tried to apply,Never true,Female,"Other, non-Hispanic",Suburban,ECON7_5
2,40006641,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
5,40006659,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_5
2,40006670,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_2
4,40006682,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
3,40006732,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
2,40006746,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_8
3,40006752,Did not apply,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Suburban,"ECON7_5, ECON7_7"
3,40006762,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
4,40006768,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,40006787,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_2
7,40006815,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,40006817,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,"ECON7_2, ECON7_3, ECON7_5"
3,40006822,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_2
2,40006845,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_1, ECON7_2"
5,40006846,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_4"
4,40006847,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,ECON7_3
7,40006848,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
2,40006849,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
3,40006850,Did not apply,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_4, ECON7_5"
2,40006855,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,"ECON7_2, ECON7_5, ECON7_7"
4,40006865,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
3,40006878,Did not apply,Did not apply,Never true,Male,"Black, non-Hispanic",Urban,ECON7_3
4,40006886,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_2
4,40006896,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Suburban,ECON7_8
3,40006901,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_1, ECON7_2, ECON7_3"
3,40006915,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
4,40006919,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,"ECON7_1, ECON7_2"
6,40006921,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,40006932,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_2
4,40006947,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
5,40006948,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,40006952,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3, ECON7_5"
3,40006967,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_2
4,40006970,Applied,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_SKP
6,40006977,Did not apply,Did not apply,Never true,Male,Hispanic,Suburban,ECON7_3
5,40006980,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
3,40007004,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,40007010,Tried to apply,Did not apply,Sometimes true,Male,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_3"
3,40007015,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
6,40007019,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,"ECON7_1, ECON7_2, ECON7_3, ECON7_4"
4,40007025,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,40007032,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,40007038,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,40007042,Did not apply,Did not apply,Sometimes true,Male,"Black, non-Hispanic",Urban,"ECON7_5, ECON7_7"
3,40007073,Received,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_3, ECON7_5, ECON7_7"
5,40007081,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_6, ECON7_7"
7,40007091,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,40007098,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
3,40007108,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
5,40007117,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
4,40007127,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_1
2,40007134,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
5,40007141,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
3,40007151,Did not apply,Did not apply,Often true,Female,"White, non-Hispanic",Rural,ECON7_8
3,40007156,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
